# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.cachedValueWithParameters.clear.count,1736239154588000000,1736239214609000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1736239154588000000,1736239214609000000,12
workspaceModel.to.snapshot.ms,1736239154588000000,1736239214609000000,0
workspaceModel.cachedValue.total.get.count,1736239154588000000,1736239214609000000,21246
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1736239154588000000,1736239214609000000,5
workspaceModel.cachedValue.clear.count,1736239154588000000,1736239214609000000,2
workspaceModel.collect.changes.ms,1736239154588000000,1736239214609000000,0
workspaceModel.loading.from.cache.ms,1736239154588000000,1736239214609000000,184
workspaceModel.cachedValueWithParameters.total.get.count,1736239154588000000,1736239214609000000,0
workspaceModel.initializing.ms,1736239154588000000,1736239214609000000,2
Indexes.allKeys.lookupDuration90PMs,1736239154588000000,1736239214609000000,0.0
IndexesFlusher.totalFlushingTimeUs,1736239154588000000,1736239214609000000,354781
Indexes.entries.lookupDurationMaxMs,1736239154588000000,1736239214609000000,0.0
Indexing.writesQueuedMin,1736239154588000000,1736239214609000000,9223372036854775807
IndexesFlusher.totalFlushes,1736239154588000000,1736239214609000000,62
IndexesFlusher.totalFlushesRetried,1736239154588000000,1736239214609000000,3
Indexing.writesQueuedMax,1736239154588000000,1736239214609000000,0
Indexes.stubs.lookupDurationAvgMs,1736239154588000000,1736239214609000000,0.0
Indexes.entries.lookupDuration90PMs,1736239154588000000,1736239214609000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1736239154588000000,1736239214609000000,0.0
Indexes.entries.lookups,1736239154588000000,1736239214609000000,399
Indexes.allKeys.lookups,1736239154588000000,1736239214609000000,0
Indexes.stubs.lookupDurationMaxMs,1736239154588000000,1736239214609000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1736239154588000000,1736239214609000000,0
Indexes.allKeys.lookupDurationAvgMs,1736239154588000000,1736239214609000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1736239154588000000,1736239214609000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1736239154588000000,1736239214609000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1736239154588000000,1736239214609000000,0
Indexing.cache.totalCacheMisses,1736239154588000000,1736239214609000000,1026
Indexing.cache.totalCacheAccesses,1736239154588000000,1736239214609000000,3574
Indexes.entries.lookupDurationAvgMs,1736239154588000000,1736239214609000000,0.0
Indexing.cache.totalCacheEvicted,1736239154588000000,1736239214609000000,1026
Indexing.totalTimeIndexersSleptMs,1736239154588000000,1736239214609000000,0
IndexesFlusher.totalContentionQuotaSpent,1736239154588000000,1736239214609000000,87
Indexes.stubs.lookupDuration90PMs,1736239154588000000,1736239214609000000,0.0
Indexes.stubs.lookups,1736239154588000000,1736239214609000000,3208
cacheStateStorage.get.duration,1736239214609000000,1736239274605000000,1
cacheStateStorage.set.duration,1736239214609000000,1736239274605000000,0
cacheStateStorage.set.counter,1736239214609000000,1736239274605000000,1
cacheStateStorage.get.counter,1736239214609000000,1736239274605000000,1
DiskQueryRelay.tasksRequested,1736239214609000000,1736239274605000000,935
writeAction.count,1736239214609000000,1736239274605000000,0
writeAction.wait.ms,1736239214609000000,1736239274605000000,0
DiskQueryRelay.tasksExecuted,1736239214609000000,1736239274605000000,935
DiskQueryRelay.taskExecutionTotalTimeUs,1736239214609000000,1736239274605000000,6382
DiskQueryRelay.taskWaitingTotalTimeUs,1736239214609000000,1736239274605000000,6789
writeAction.median.wait.ms,1736239214609000000,1736239274605000000,0
writeAction.max.wait.ms,1736239214609000000,1736239274605000000,6
NonBlockingReadAction.failedExecutionTimeUs,1736239214609000000,1736239274605000000,0
ReadAction.executionsCount,1736239214609000000,1736239274605000000,2157
AWTEventQueue.eventsDispatched,1736239214609000000,1736239274605000000,0
FlushQueue.executionTime90PNs,1736239214609000000,1736239274605000000,0
FlushQueue.executionTimeAvgNs,1736239214609000000,1736239274605000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1736239214609000000,1736239274605000000,231736080
WriteAction.executionsCount,1736239214609000000,1736239274605000000,0
FlushQueue.queueSize90P,1736239214609000000,1736239274605000000,0
FlushQueue.queueSizeMax,1736239214609000000,1736239274605000000,0
FlushQueue.tasksExecuted,1736239214609000000,1736239274605000000,0
AWTEventQueue.dispatchTimeAvgNs,1736239214609000000,1736239274605000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1736239214609000000,1736239274605000000,0
NonBlockingReadAction.finalizedExecutionsCount,1736239214609000000,1736239274605000000,0
FlushQueue.waitingTimeAvgNs,1736239214609000000,1736239274605000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1736239214609000000,1736239274605000000,0
NonBlockingReadAction.failedExecutionsCount,1736239214609000000,1736239274605000000,0
FlushQueue.queueSizeAvg,1736239214609000000,1736239274605000000,0.0
FlushQueue.waitingTime90PNs,1736239214609000000,1736239274605000000,0
AWTEventQueue.dispatchTime90PNs,1736239214609000000,1736239274605000000,0
FlushQueue.waitingTimeMaxNs,1736239214609000000,1736239274605000000,0
FlushQueue.executionTimeMaxNs,1736239214609000000,1736239274605000000,0
jps.load.project.to.empty.storage.ms,1736239214609000000,1736239274605000000,0
jps.app.storage.content.writer.save.component.ms,1736239214609000000,1736239274605000000,0
jps.global.initialize.library.bridges.after.loading.ms,1736239214609000000,1736239274605000000,0
workspaceModel.sync.entities.ms,1736239214609000000,1736239274605000000,0
workspaceModel.global.updates.count,1736239214609000000,1736239274605000000,0
jps.apply.loaded.storage.ms,1736239214609000000,1736239274605000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1736239214609000000,1736239274605000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1736239214609000000,1736239274605000000,0
jps.artifact.entities.serializer.save.entities.ms,1736239214609000000,1736239274605000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1736239214609000000,1736239274605000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1736239214609000000,1736239274605000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1736239214609000000,1736239274605000000,0
workspaceModel.save.cache.to.file.ms,1736239214609000000,1736239274605000000,0
jps.artifact.entities.serializer.load.entities.ms,1736239214609000000,1736239274605000000,0
jps.facet.change.listener.init.bridge.ms,1736239214609000000,1736239274605000000,0
jps.library.entities.serializer.load.entities.ms,1736239214609000000,1736239274605000000,0
jps.save.global.entities.ms,1736239214609000000,1736239274605000000,0
workspaceModel.load.cache.metadata.from.file.ms,1736239214609000000,1736239274605000000,0
jps.storage.jps.conf.reader.load.component.ms,1736239214609000000,1736239274605000000,0
jps.project.serializers.save.ms,1736239214609000000,1736239274605000000,0
jps.global.get.library.by.name.ms,1736239214609000000,1736239274605000000,0
jps.load.initial.state.ms,1736239214609000000,1736239274605000000,0
jps.global.handle.before.change.events.ms,1736239214609000000,1736239274605000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1736239214609000000,1736239274605000000,0
jps.global.initialize.library.bridges.ms,1736239214609000000,1736239274605000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1736239214609000000,1736239274605000000,0
